“Timestamp”,”Used disk space”
1427400000,3978091383.466667
1427403600,3978091449.705313
1427407200,3978091454.635473
1427410800,3978091326.577778
1427414400,3978091314.2326202
1427418000,3978091377.7777777
1427421600,3978091375.656497
1427425200,3978091111.537778
1427428800,3978091316.26064
1427432400,3978091390.122936
1427436000,3978091377.777778
1427439600,3978091110.30674
1427443200,3978091111.460641
1427446800,3978091177.1853867
1427450400,3978091201.4816084
1427454000,3978092112.773767
1427457600,3978093097.7013574
1427461200,3978091104.5245905
1427464800,3978091318.2886605
1427468400,3978091106.8906374
1427472000,3978091315.2
1427475600,3978091315.2
1427479200,3978091246.9333334
1427482800,3978091246.9333334
1427486400,3978090905.6
1427490000,3978091383.4666667
1427493600,3978091460.989831
1427497200,3978091441.9884043
1427500800,3978091376.6238766
1427504400,3978091042.133333
1427508000,3978091449.612053
1427511600,3978091327.5451574
1427515200,3978091447.0889616
1427518800,3978091240.3703256
1427522400,3978091247.900714
1427526000,3978091389.1555557
1427529600,3978091246.9333334
1427533200,3978091377.6845174
1427536800,3978091245.9659534
1427540400,3978092208.3555555
1427544000,3978095485.1555557
1427547600,3978095272.4521255
1427551200,3978095484.3715553
1427554800,3978095404.6369915
1427558400,3978095480.4340463
1427562000,3978095411.2
1427565600,3978095417.8562684
1427569200,3978095416.888889
1427572800,3978095546.579433
1427576400,3978095474.7451577
1427580000,3978095338.2118244
1427583600,3978095274.666667
1427587200,3978095275.6340466
1427590800,3978095490.8444443
1427594400,3978095267.0430183
1427598000,3978095403.7628727
1427601600,3978095340.015071
1427605200,3978095287.8859434
1427608800,3978095610.3111115
1427612400,3978095404.543731
1427616000,3978095275.6340466
1427619600,3978095275.6340466
1427623200,3978095411.1067395
1427626800,3978096384.093261
1427630400,3978099437.965954
1427634000,3978099501.511111
1427637600,3978099433.244445
1427641200,3978099716.1142855
1427644800,3978099507.2
1427648400,3978099508.26064
1427652000,3978099234.133333
1427655600,3978099371.6340466
1427659200,3978099506.2164974
1427662800,3978099499.483091
1427666400,3978099385.913964
1427670000,3978099699.6548424
1427673600,3978099308.088889
1427677200,3978099507.2
1427680800,3978099510.1021395
1427684400,3978099577.9736347
1427688000,3978099379.350956
